year,county_name,fips,total_pop,total_pop_15to64,total_jail_pop,female_jail_pop,male_jail_pop,jail_rated_capacity,total_jail_pretrial,total_jail_sentenced,total_jail_adm,black_jail_pop,latinx_jail_pop,white_jail_pop,aapi_jail_pop,native_jail_pop,total_jail_pop_rate,total_prison_pop,female_prison_pop,male_prison_pop,black_prison_pop,latinx_prison_pop,white_prison_pop,aapi_prison_pop,native_prison_pop,total_prison_pop_rate,total_prison_adm,total_incarceration,total_incarceration_rate,fiscal_year_ending,total_governmental_expenditures,public_protection_expenditures,public_protection_pct_of_govt_expenditures,probation_expenditures,felony_probation,misdemeanor_probation,total_probation
2006,Sonoma,06097,465188.0,319360.0,1101.2,158.5,942.3,1410.8,557.6,543.6,19454.0,113.3,300.9,639.6,21.6,23.7,344.8,1272.0,85.0,1187.0,146.0,380.0,643.0,9.0,52.0,398.3,965.0,2295.2,718.7,2006,655924903,229288200,34.96,13226738,1925,835,2760
2007,Sonoma,06097,467356.0,320740.0,1059.0,158.4,891.1,1451.8,553.2,505.8,19339.0,97.1,321.2,581.6,23.5,21.0,330.2,1294.0,82.0,1212.0,155.0,397.0,634.0,10.0,52.0,403.4,910.0,2264.8,706.1,2007,689262375,241337852,35.01,14186184,2056,816,2872
2008,Sonoma,06097,473091.0,323686.0,1032.2,147.7,889.0,1457.4,570.8,461.4,19279.0,83.7,338.5,553.9,25.7,29.3,318.9,1212.0,62.0,1150.0,141.0,379.0,598.0,9.0,50.0,374.4,835.0,2157.3,666.5,2008,768079464,252070038,32.82,16348125,2104,830,2934
2009,Sonoma,06097,479479.0,327162.0,1031.2,141.5,892.2,1467.2,582.8,448.4,17534.0,80.1,314.2,576.6,26.5,33.1,315.2,1220.0,66.0,1154.0,131.0,404.0,596.0,10.0,50.0,372.9,836.0,2174.6,664.7,2009,730125430,255213271,34.95,16737105,2371,766,3137
2010,Sonoma,06097,484639.0,329700.0,923.8,131.0,781.2,1469.5,502.1,421.6,17118.0,70.4,279.2,518.0,21.2,21.2,280.2,1220.0,71.0,1149.0,141.0,400.0,586.0,11.0,53.0,370.0,752.0,2077.6,630.1,2010,752601136,263785809,35.05,17247484,2409,680,3089
2011,Sonoma,06097,487080.0,330416.0,962.2,139.9,815.6,1477.0,451.3,511.0,18376.0,83.7,291.4,539.8,15.9,22.2,291.2,1166.0,65.0,1101.0,131.0,391.0,544.0,15.0,54.0,352.9,643.0,2077.6,628.8,2011,748837328,253628824,33.87,16159084,2327,636,2963
2012,Sonoma,06097,489464.0,329576.0,1051.5,156.7,886.8,1482.2,485.4,566.1,17251.0,103.9,291.9,600.3,17.2,27.2,319.0,1049.0,51.0,998.0,118.0,363.0,468.0,17.0,53.0,318.3,267.0,2084.1,632.3,2012,693962652,242980005,35.01,17285280,2159,553,2712
2013,Sonoma,06097,493383.0,329941.0,1101.5,174.4,926.1,1477.4,533.2,568.3,18289.0,112.6,286.8,649.0,22.2,24.2,333.9,985.0,40.0,945.0,109.0,344.0,436.0,19.0,47.0,298.5,221.0,2069.6,627.3,2013,719766335,254818057,35.4,22424726,1996,533,2529
2014,Sonoma,06097,497631.0,330750.0,1055.8,163.7,917.1,1476.2,531.5,524.2,19405.0,107.5,295.1,625.8,21.5,20.6,319.2,977.0,44.0,933.0,100.0,334.0,441.0,20.0,51.0,295.4,258.0,2024.0,611.9,2014,784898090,262306140,33.42,21911873,1977,388,2365
2015,Sonoma,06097,499719.0,329372.0,1053.2,142.4,897.1,1473.2,528.3,524.9,17039.0,97.5,306.9,583.9,19.4,21.5,319.8,961.0,40.0,921.0,110.0,325.0,435.0,16.0,43.0,291.8,253.0,2001.7,607.7,2015,776240341,274186832,35.32,27522803,1924,223,2147
2016,Sonoma,06097,501340.0,328267.0,1073.0,157.0,907.8,1473.0,556.9,516.1,18223.0,97.1,288.4,624.8,16.3,23.9,326.9,981.0,45.0,936.0,116.0,356.0,420.0,17.0,40.0,298.8,307.0,2052.2,625.2,2016,855561216,284550224,33.26,29910903,1953,152,2105
2017,Sonoma,06097,500866.0,325899.0,1009.5,172.9,908.1,1473.0,594.7,414.8,17431.0,104.0,278.0,650.1,15.0,19.4,309.8,895.0,46.0,849.0,105.0,330.0,373.0,12.0,43.0,274.6,218.0,1904.4,584.4,2017,878644360,301704156,34.34,34413189,1837,118,1955
2018,Sonoma,06097,495701.0,320360.0,1052.2,165.6,881.1,1473.0,583.1,469.2,16495.0,110.6,296.1,600.3,15.1,15.4,328.5,884.0,42.0,842.0,96.0,336.0,367.0,16.0,35.0,275.9,280.0,1924.8,600.8,2018,932013112,316573895,33.97,38828518,1505,0,1505
2019,Sonoma,06097,490617.0,314551.0,1035.8,129.5,922.3,1460.6,652.2,383.6,17595.0,117.6,356.2,537.8,11.8,16.2,329.3,813.0,40.0,773.0,94.0,304.0,340.0,16.0,27.0,258.5,236.0,1796.6,571.2,2019,939071790,340814215,36.29,39887089,1282,0,1282
2020,Sonoma,06097,488281.0,311013.0,742.8,66.7,649.3,1318.3,474.4,268.4,14029.0,73.8,280.3,326.5,6.9,10.7,238.8,,,,,,,,,,,,,2020,990947673,350655144,35.39,45297617,1093,0,1093
2021,Sonoma,06097,484315.0,306675.0,682.2,64.1,630.4,942.9,456.5,225.7,10518.0,64.8,274.0,316.3,9.5,12.4,222.5,,,,,,,,,,,,,2021,1133198952,360633172,31.82,48009248,756,0,756
2022,Sonoma,06097,482650.0,304380.0,727.2,68.0,655.5,912.0,477.4,249.9,9885.0,70.1,274.5,344.5,12.1,11.1,238.9,,,,,,,,,,,,,2022,1167410088,366833327,31.42,47069905,1136,0,1136
2023,Sonoma,06097,482650.0,304380.0,728.0,73.9,654.1,912.0,475.8,490.1,11596.0,72.9,272.9,351.7,11.8,8.9,239.2,,,,,,,,,,,,,2023,1166553991,376576368,32.28,48486248,1106,322,1428
2024,Sonoma,06097,482650.0,304380.0,642.0,,,912.0,,642.0,11744.0,,,,,,210.9,,,,,,,,,,,,,2024,1363654692,417422774,30.61,52811042,1037,295,1332
2000,Stanislaus,06099,449471.0,286017.0,1048.0,148.4,904.1,1272.8,551.0,497.0,21895.0,119.1,358.6,526.6,24.9,7.5,366.4,2089.0,150.0,1939.0,255.0,659.0,1034.0,10.0,38.0,730.4,1551.0,3119.3,1090.6,,,,,,,,
2001,Stanislaus,06099,463761.0,296790.0,1061.2,144.7,909.0,1063.8,561.3,499.9,20962.0,131.4,370.4,507.7,15.8,8.8,357.6,2092.0,131.0,1961.0,258.0,641.0,1058.0,9.0,37.0,704.9,1518.0,3139.3,1057.8,,,,,,,,
2002,Stanislaus,06099,477469.0,307332.0,1134.5,155.7,975.1,1162.9,714.8,419.7,21239.0,138.5,405.2,544.2,18.3,9.3,369.1,2060.0,130.0,1930.0,248.0,648.0,1027.0,12.0,35.0,670.3,1574.0,3179.4,1034.5,,,,,,,,
2003,Stanislaus,06099,487357.0,315480.0,1185.5,162.0,1031.0,1366.6,808.5,377.0,21011.0,119.3,435.6,584.8,25.6,5.9,375.8,2171.0,148.0,2023.0,276.0,682.0,1068.0,17.0,31.0,688.2,1524.0,3338.8,1058.3,2003,539105103,132598109,24.6,7628414,4939,479,5418
2004,Stanislaus,06099,492613.0,320676.0,1184.2,168.7,1010.6,1482.2,777.8,406.4,21964.0,102.1,439.5,587.9,29.0,6.0,369.3,2231.0,139.0,2092.0,280.0,719.0,1077.0,15.0,27.0,695.7,1599.0,3366.7,1049.9,2004,539975507,136342112,25.25,7878798,4492,293,4785
2005,Stanislaus,06099,500020.0,326687.0,1305.5,199.8,1101.7,1304.8,800.1,505.4,31720.0,116.3,512.5,615.1,34.2,9.2,399.6,2294.0,146.0,2148.0,286.0,752.0,1100.0,19.0,23.0,702.2,1707.0,3504.2,1072.7,2005,575678456,150314221,26.11,9125888,5378,302,5680
2006,Stanislaus,06099,504651.0,331322.0,1344.5,208.5,1136.0,1393.1,822.3,522.2,27560.0,130.2,543.0,610.0,33.6,6.8,405.8,2338.0,151.0,2187.0,287.0,787.0,1103.0,19.0,33.0,705.7,1782.0,3547.1,1070.6,2006,598404940,160171385,26.77,10037652,5199,226,5425
2007,Stanislaus,06099,507834.0,333826.0,1390.0,208.3,1179.9,1484.9,825.7,564.3,23712.0,128.8,520.3,671.5,37.1,5.5,416.4,2348.0,173.0,2175.0,271.0,818.0,1084.0,21.0,30.0,703.4,1898.0,3602.3,1079.1,2007,633652108,174944287,27.61,10629201,5196,296,5492
2008,Stanislaus,06099,509032.0,334262.0,1339.8,200.1,1143.9,1492.0,834.2,505.6,25207.0,144.7,503.3,632.9,47.2,4.3,400.8,2431.0,165.0,2266.0,304.0,846.0,1109.0,20.0,30.0,727.3,2070.0,3727.3,1115.1,2008,673708455,188509392,27.98,10750764,4347,292,4639
2009,Stanislaus,06099,511536.0,336141.0,1329.5,196.8,1132.5,1468.4,914.3,415.2,23156.0,156.1,511.7,556.4,44.1,7.7,395.5,2459.0,176.0,2283.0,286.0,902.0,1085.0,20.0,34.0,731.5,2003.0,3620.3,1077.0,2009,673153935,186375500,27.69,10552267,3814,309,4123
2010,Stanislaus,06099,515213.0,339273.0,1101.0,149.5,951.0,1373.9,847.1,253.9,19627.0,125.7,456.6,479.6,24.1,7.8,324.5,2422.0,152.0,2270.0,301.0,868.0,1062.0,14.0,33.0,713.9,1869.0,3364.3,991.6,2010,667880089,185148669,27.72,10755183,3383,308,3691
2011,Stanislaus,06099,517855.0,341251.0,1009.8,132.0,921.5,1349.5,868.5,141.2,19331.0,106.8,406.7,430.4,20.7,5.4,295.9,2155.0,123.0,2032.0,261.0,796.0,928.0,11.0,29.0,631.5,1515.0,3145.9,921.9,2011,668608783,163271618,24.42,10729977,3400,319,3719
2012,Stanislaus,06099,520915.0,342150.0,1147.5,141.1,1007.1,1290.2,939.1,208.4,20633.0,122.6,450.5,521.0,31.4,7.7,335.4,1877.0,79.0,1798.0,232.0,707.0,768.0,19.0,36.0,548.6,595.0,2991.5,874.3,2012,625602994,155849650,24.91,10049265,4140,342,4482
2013,Stanislaus,06099,524162.0,343446.0,1127.2,137.2,994.8,1312.9,910.9,216.4,20588.0,127.0,444.0,521.6,34.4,8.2,328.2,1866.0,89.0,1777.0,230.0,683.0,754.0,23.0,28.0,543.3,701.0,2961.1,862.2,2013,688383695,168374410,24.46,12858010,4766,343,5109
2014,Stanislaus,06099,528870.0,345477.0,1161.2,133.9,1028.1,1303.9,873.4,287.8,21460.0,129.3,442.1,513.3,39.9,5.0,336.1,1847.0,111.0,1736.0,213.0,683.0,763.0,26.0,27.0,534.6,649.0,2992.7,866.2,2014,719879892,176653819,24.54,17295555,4929,405,5334
2015,Stanislaus,06099,534279.0,347870.0,1107.0,120.3,994.5,1241.2,538.5,568.5,18671.0,120.6,446.7,469.0,50.7,4.5,318.2,1631.0,91.0,1540.0,200.0,621.0,656.0,17.0,25.0,468.9,600.0,2730.6,785.0,2015,749895852,188336881,25.12,18769416,5153,592,5745
2016,Stanislaus,06099,540546.0,351002.0,1235.8,132.7,1094.8,1239.8,314.7,921.1,18870.0,152.4,477.2,469.9,63.3,3.7,352.1,1733.0,101.0,1632.0,218.0,670.0,690.0,22.0,25.0,493.7,641.0,2956.1,842.2,2016,814692121,201285784,24.71,20761800,5694,274,5968
2017,Stanislaus,06099,546255.0,353841.0,1199.2,143.0,1044.8,1243.5,557.7,641.5,18762.0,160.7,468.7,479.9,66.5,3.4,338.9,1744.0,89.0,1655.0,232.0,708.0,660.0,20.0,24.0,492.9,674.0,2908.6,822.0,2017,873024465,225305249,25.81,37245416,3337,1110,4447
2018,Stanislaus,06099,549861.0,355441.0,1190.0,164.8,1025.2,1305.1,743.3,446.7,18405.0,134.5,456.4,449.2,44.6,5.5,334.8,1717.0,88.0,1629.0,248.0,708.0,622.0,19.0,18.0,483.1,645.0,2887.2,812.3,2018,918545022,246183737,26.8,42591867,3348,933,4281
2019,Stanislaus,06099,552038.0,356071.0,1203.8,146.4,1059.1,1669.8,849.5,354.3,19292.0,121.9,395.6,548.7,19.6,4.8,338.1,1697.0,78.0,1619.0,223.0,694.0,639.0,21.0,22.0,476.6,641.0,2884.6,810.1,2019,978457304,285138425,29.14,46792492,3329,734,4063
2020,Stanislaus,06099,553217.0,356415.0,1193.8,127.1,1040.1,1547.1,930.3,263.4,17868.0,128.8,406.8,563.5,20.5,4.5,334.9,,,,,,,,,,,,,2020,1208434081,300712903,24.88,47196575,3052,529,3581
2021,Stanislaus,06099,552851.0,356631.0,1230.0,165.2,1083.0,1746.9,913.6,316.4,15716.0,161.5,534.8,468.7,23.1,5.8,344.9,,,,,,,,,,,,,2021,1157903216,311245507,26.88,46200393,2604,135,2739
2022,Stanislaus,06099,551275.0,355492.0,1327.5,180.4,1152.9,1696.9,965.6,361.9,14965.0,183.1,575.5,476.3,25.8,29.9,373.4,,,,,,,,,,,,,2022,999603301,340505739,34.06,48096642,3303,118,3421
2023,Stanislaus,06099,551275.0,355492.0,1396.0,178.3,1209.7,1424.7,999.1,896.5,15870.0,196.4,576.7,499.5,30.5,53.4,392.7,,,,,,,,,,,,,2023,1087002939,374511706,34.45,54196013,3618,107,3725
2024,Stanislaus,06099,551275.0,355492.0,1400.0,,,1402.0,,1400.0,15951.0,,,,,,393.8,,,,,,,,,,,,,2024,1194047365,405920694,34.0,61238553,3532,79,3611
2000,Sutter,06101,79192.0,50453.0,207.0,32.5,174.5,303.0,77.2,129.8,5412.0,10.4,68.3,119.4,2.2,6.7,410.3,502.0,45.0,457.0,31.0,92.0,343.0,,,995.0,574.0,698.8,1385.1,,,,,,,,
2001,Sutter,06101,80138.0,51379.0,226.0,37.9,193.4,313.7,84.2,141.8,5626.0,11.3,74.5,130.4,2.4,7.3,439.9,540.0,38.0,502.0,32.0,99.0,377.0,,,1051.0,640.0,755.6,1470.7,,,,,,,,
2002,Sutter,06101,82162.0,52905.0,247.2,41.3,206.7,324.3,92.2,155.1,5719.0,12.4,81.5,142.7,2.7,8.0,467.3,556.0,41.0,515.0,39.0,112.0,367.0,5.0,11.0,1050.9,627.0,792.7,1498.4,,,,,,,,
2003,Sutter,06101,84671.0,54607.0,242.5,46.5,202.3,335.0,90.4,152.1,5702.0,12.2,80.0,139.9,2.6,7.8,444.1,564.0,58.0,506.0,37.0,114.0,374.0,5.0,9.0,1032.8,600.0,795.8,1457.3,2003,93790233,21936434,23.39,2475365,2730,575,3305
2004,Sutter,06101,86484.0,55984.0,265.2,53.1,212.6,345.7,98.9,166.4,6080.0,13.3,87.5,153.1,2.9,8.6,473.8,533.0,32.0,501.0,30.0,127.0,332.0,4.0,11.0,952.1,584.0,787.4,1406.5,2004,100627124,23965700,23.82,2741086,3128,530,3658
2005,Sutter,06101,88764.0,57590.0,294.5,51.8,235.7,354.3,181.8,112.8,6646.0,42.5,80.2,158.2,1.9,4.8,511.4,548.0,44.0,504.0,35.0,143.0,325.0,,,951.5,628.0,831.8,1444.3,2005,106234425,26162776,24.63,2974476,3452,569,4021
2006,Sutter,06101,91112.0,59300.0,249.2,47.6,212.2,354.6,214.6,34.6,5750.0,58.2,58.3,131.2,0.7,0.7,420.3,587.0,45.0,542.0,38.0,159.0,346.0,,,989.9,668.0,826.8,1394.3,2006,112370217,26562284,23.64,2947855,3759,584,4343
2007,Sutter,06101,92959.0,60517.0,263.5,51.8,221.4,354.2,226.9,36.6,5900.0,61.6,61.7,138.7,0.8,0.8,435.4,535.0,47.0,488.0,34.0,162.0,300.0,,,884.0,584.0,790.4,1306.1,2007,118564246,28456914,24.0,3077279,913,42,955
2008,Sutter,06101,93855.0,60837.0,266.8,45.1,236.1,353.8,229.7,37.1,6022.0,62.3,62.4,140.4,0.8,0.8,438.5,580.0,42.0,538.0,46.0,177.0,320.0,,,953.4,649.0,840.0,1380.8,2008,134762782,32165277,23.87,3583218,935,45,980
2009,Sutter,06101,94366.0,61093.0,246.0,31.3,214.7,353.5,211.8,34.2,5839.0,57.5,57.6,129.5,0.7,0.7,402.7,519.0,42.0,477.0,38.0,170.0,276.0,,,849.5,565.0,759.7,1243.5,2009,143227006,33108098,23.12,4241604,981,40,1021
2010,Sutter,06101,94752.0,61161.0,208.0,28.6,179.4,353.1,179.1,28.9,4435.0,48.6,48.7,109.5,0.6,0.6,340.1,442.0,40.0,402.0,38.0,146.0,228.0,,,722.7,504.0,646.0,1056.3,2010,135228977,33297044,24.62,4349073,870,41,911
2011,Sutter,06101,94798.0,61259.0,201.5,30.1,171.4,352.7,173.5,28.0,4341.0,47.1,47.2,106.1,0.6,0.6,328.9,358.0,28.0,330.0,26.0,116.0,186.0,,,584.4,407.0,556.9,909.1,2011,138228222,33854972,24.49,4415136,801,14,815
2012,Sutter,06101,94797.0,60864.0,241.0,44.3,200.0,352.3,207.5,33.5,4520.0,56.3,56.4,126.9,0.7,0.7,396.0,282.0,12.0,270.0,24.0,92.0,142.0,,,463.3,90.0,521.8,857.3,2012,131105866,32723208,24.96,4568529,749,10,759
2013,Sutter,06101,95433.0,61132.0,256.0,57.6,199.4,352.0,177.3,78.7,3563.0,43.4,73.4,156.4,2.0,1.6,418.8,320.0,17.0,303.0,35.0,103.0,156.0,,,523.5,140.0,575.4,941.2,2013,140537958,38131876,27.13,5158836,833,2,835
2014,Sutter,06101,95990.0,61232.0,249.0,58.1,203.4,352.6,165.8,83.2,1602.0,18.4,79.8,158.3,2.2,2.8,406.6,326.0,11.0,315.0,36.0,97.0,161.0,,,532.4,107.0,570.9,932.3,2014,133713937,35774353,26.75,5514785,844,21,865
2015,Sutter,06101,96817.0,61615.0,226.0,43.3,196.5,354.2,194.1,42.5,4185.0,16.8,75.1,143.3,2.0,3.3,366.8,328.0,14.0,314.0,45.0,92.0,166.0,,,532.3,129.0,544.4,883.6,2015,143393702,36411209,25.39,5474168,734,21,755
2016,Sutter,06101,97675.0,61921.0,211.2,36.7,184.3,352.2,188.0,30.9,4333.0,18.3,64.3,132.2,3.2,3.9,341.2,353.0,18.0,335.0,43.0,111.0,172.0,4.0,4.0,570.1,168.0,553.5,893.9,2016,142047492,37494147,26.4,5462854,714,13,727
2017,Sutter,06101,98367.0,62473.0,227.8,37.6,198.9,353.1,182.7,60.1,4408.0,22.8,67.1,134.9,2.3,4.1,364.6,346.0,12.0,334.0,41.0,102.0,179.0,,,553.8,135.0,560.6,897.3,2017,192468237,62600674,32.53,5712096,677,2,679
2018,Sutter,06101,98872.0,62782.0,214.5,37.0,187.5,364.6,153.4,61.1,4683.0,19.3,68.8,121.0,1.7,3.5,341.7,341.0,18.0,323.0,37.0,114.0,169.0,,,543.1,142.0,546.4,870.3,2018,222329739,74498883,33.51,6310967,680,2,682
2019,Sutter,06101,99774.0,63194.0,218.5,33.6,192.4,392.5,136.9,81.6,4363.0,23.1,63.8,118.2,8.3,3.9,345.8,350.0,26.0,324.0,37.0,124.0,171.0,,,553.9,142.0,564.1,892.6,2019,224934459,75250621,33.45,6684462,710,23,733
2020,Sutter,06101,99464.0,62901.0,170.8,24.8,146.2,394.1,110.2,60.6,3034.0,18.1,35.0,103.0,11.5,3.4,271.5,,,,,,,,,,,,,2020,206079602,52718793,25.58,6860691,634,8,642
2021,Sutter,06101,99038.0,62525.0,146.2,25.0,119.8,394.0,122.0,24.3,2950.0,12.7,26.2,93.1,9.5,1.8,233.9,,,,,,,,,,,,,2021,224023783,54936252,24.52,6334067,473,4,477
2022,Sutter,06101,98503.0,62212.0,142.5,22.4,123.3,394.0,132.1,10.4,4149.0,12.8,39.3,81.0,7.5,1.7,229.1,,,,,,,,,,,,,2022,207964959,54869951,26.38,7135634,494,3,497
2023,Sutter,06101,98503.0,62212.0,191.0,24.7,140.3,394.0,152.7,114.7,4295.0,14.2,50.3,87.2,7.6,,307.0,,,,,,,,,,,,,2023,237921246,59025902,24.81,7127690,519,6,525
2024,Sutter,06101,98503.0,62212.0,191.0,,,394.0,,191.0,4299.0,,,,,,307.0,,,,,,,,,,,,,2024,267895816,63868003,23.84,7574121,503,8,511
2000,Tehama,06103,56170.0,34692.0,194.2,25.6,169.2,190.2,96.0,98.3,1131.0,2.0,45.0,144.1,1.9,2.0,559.9,407.0,35.0,372.0,8.0,69.0,309.0,,16.0,1173.2,326.0,594.8,1714.4,,,,,,,,
2001,Tehama,06103,56685.0,35139.0,182.2,26.1,159.1,199.3,95.9,86.3,2707.0,1.9,35.4,144.0,1.9,2.4,518.7,423.0,44.0,379.0,9.0,64.0,335.0,,10.0,1203.8,347.0,597.6,1700.6,,,,,,,,
2002,Tehama,06103,57380.0,35724.0,80.0,11.4,68.6,188.0,44.2,35.8,5021.0,1.4,20.3,91.4,1.4,1.8,223.9,479.0,54.0,425.0,11.0,86.0,363.0,,13.0,1340.8,392.0,555.1,1553.8,,,,,,,,
2003,Tehama,06103,58528.0,36624.0,150.2,23.8,125.9,184.1,86.6,63.6,4110.0,2.4,29.6,113.6,2.1,2.1,410.2,479.0,47.0,432.0,8.0,98.0,354.0,,13.0,1307.9,376.0,623.6,1702.8,2003,82320090,21551488,26.18,2578714,351,236,587
2004,Tehama,06103,59571.0,37365.0,124.0,22.7,101.3,197.4,76.4,47.6,4177.0,1.6,25.7,127.7,2.3,1.2,331.9,517.0,47.0,470.0,16.0,103.0,375.0,,16.0,1383.7,400.0,636.5,1703.5,2004,79517986,22285100,28.03,2459806,331,212,543
2005,Tehama,06103,60602.0,38331.0,183.0,26.7,155.0,185.6,110.7,72.3,4632.0,2.1,28.8,141.0,3.1,1.6,477.4,549.0,74.0,475.0,14.0,87.0,415.0,7.0,20.0,1432.3,417.0,729.1,1902.0,2005,84181193,23910308,28.4,2312966,302,157,459
2006,Tehama,06103,61587.0,39000.0,184.0,28.3,157.9,196.9,111.9,72.1,4592.0,3.0,34.4,138.2,3.5,2.0,471.8,543.0,58.0,485.0,19.0,84.0,421.0,,12.0,1392.3,436.0,720.9,1848.4,2006,87157812,25376377,29.12,2280441,377,198,575
2007,Tehama,06103,62147.0,39406.0,184.0,35.6,151.9,196.7,104.2,79.8,4374.0,3.1,33.7,144.7,3.1,2.5,466.9,500.0,50.0,450.0,19.0,99.0,364.0,,11.0,1268.8,412.0,676.5,1716.7,2007,95574753,27352885,28.62,2398833,467,203,670
2008,Tehama,06103,62648.0,39711.0,176.5,33.4,144.3,191.4,99.1,77.4,4108.0,2.4,28.3,142.9,1.8,2.4,444.5,503.0,48.0,455.0,18.0,100.0,366.0,,11.0,1266.7,415.0,673.8,1696.6,2008,103277064,27892769,27.01,2479954,421,165,586
2009,Tehama,06103,62891.0,39758.0,189.0,33.7,157.8,188.8,122.8,66.2,4128.0,2.5,37.4,147.6,2.5,1.4,475.4,424.0,31.0,393.0,17.0,86.0,302.0,,11.0,1066.5,311.0,608.5,1530.5,2009,99894116,28397318,28.43,2493527,405,38,443
2010,Tehama,06103,63516.0,40267.0,182.8,29.8,152.9,182.0,116.5,66.2,4696.0,3.8,40.3,131.4,2.5,4.7,453.8,484.0,41.0,443.0,18.0,106.0,341.0,,9.0,1202.0,391.0,662.0,1644.0,2010,98281436,28449283,28.95,2318498,322,43,365
2011,Tehama,06103,63405.0,40248.0,183.8,30.9,155.8,190.4,104.9,78.8,4560.0,3.6,44.5,127.9,2.4,8.6,456.5,430.0,30.0,400.0,22.0,100.0,290.0,,10.0,1068.4,293.0,613.2,1523.5,2011,100352024,28301287,28.2,2482612,409,28,437
2012,Tehama,06103,63405.0,39955.0,200.8,28.3,173.7,198.5,109.7,91.1,2490.0,5.2,46.7,140.5,4.2,5.4,502.4,376.0,25.0,351.0,17.0,81.0,261.0,,8.0,941.1,125.0,576.0,1441.6,2012,95159848,28733558,30.2,2695022,460,35,495
2013,Tehama,06103,63188.0,39676.0,175.8,22.4,157.4,224.8,100.5,75.3,3712.0,6.6,32.5,133.7,3.8,3.2,443.0,374.0,22.0,352.0,16.0,66.0,275.0,0.0,12.0,942.6,114.0,549.5,1385.0,2013,106676554,30803542,28.88,3383675,570,42,612
2014,Tehama,06103,63209.0,39427.0,190.0,32.6,159.4,220.2,104.6,85.4,4334.0,5.8,33.3,144.4,3.1,5.3,481.9,381.0,23.0,358.0,15.0,73.0,281.0,,9.0,966.3,131.0,570.2,1446.3,2014,112031237,32109112,28.66,4246476,682,57,739
2015,Tehama,06103,63736.0,39421.0,190.2,30.4,158.1,196.4,103.3,86.9,3555.0,6.0,32.0,144.5,3.7,4.4,482.6,376.0,25.0,351.0,15.0,75.0,267.0,,13.0,953.8,145.0,566.2,1436.3,2015,114813410,34572221,30.11,4903710,703,67,770
2016,Tehama,06103,64161.0,39325.0,197.0,27.6,165.4,210.5,112.1,84.9,3026.0,6.2,28.6,145.5,6.2,6.7,501.0,372.0,29.0,343.0,15.0,71.0,262.0,,17.0,946.0,121.0,569.0,1446.9,2016,114640010,37147082,32.4,5389438,848,70,918
2017,Tehama,06103,64595.0,39467.0,187.8,33.5,156.3,225.8,112.0,75.8,2820.0,6.3,25.9,144.6,5.9,7.4,475.7,392.0,30.0,362.0,20.0,74.0,274.0,,18.0,993.2,161.0,579.8,1468.9,2017,126099895,37378482,29.64,5507144,893,64,957
2018,Tehama,06103,64775.0,39431.0,175.8,32.0,149.2,220.2,104.5,71.3,2950.0,5.8,21.1,146.5,2.4,5.3,445.7,424.0,33.0,391.0,18.0,86.0,293.0,4.0,17.0,1075.3,173.0,599.8,1521.0,2018,118626148,39154070,33.01,5897718,926,60,986
2019,Tehama,06103,66244.0,40278.0,180.2,25.3,153.2,193.2,78.2,102.1,3183.0,4.9,48.6,119.7,1.0,4.7,447.5,420.0,27.0,393.0,17.0,92.0,277.0,4.0,18.0,1042.8,144.0,600.2,1490.3,2019,124405214,40063787,32.2,5989974,1000,61,1061
2020,Tehama,06103,65682.0,39707.0,153.4,20.0,129.2,191.0,38.5,114.9,2733.0,4.4,52.6,86.6,1.3,5.0,386.3,,,,,,,,,,,,,2020,135026282,39764058,29.45,5977846,1021,62,1083
2021,Tehama,06103,65380.0,39458.0,144.8,24.0,118.5,191.0,63.3,81.5,2656.0,4.8,30.3,96.5,3.1,4.5,366.8,,,,,,,,,,,,,2021,142808980,40254558,28.19,5660946,1028,67,1095
2022,Tehama,06103,65245.0,39226.0,136.2,23.4,111.3,191.0,65.0,71.3,2684.0,5.2,23.7,79.3,5.1,4.2,347.3,,,,,,,,,,,,,2022,155292045,42061921,27.09,6191758,1037,61,1098
2023,Tehama,06103,65245.0,39226.0,119.2,21.6,119.4,191.0,37.0,100.7,2535.0,5.1,25.7,65.9,,6.2,304.0,,,,,,,,,,,,,2023,170575685,49381418,28.95,8007563,1061,59,1120
2024,Tehama,06103,65245.0,39226.0,89.0,,,191.0,,89.0,2522.0,,,,,,226.9,,,,,,,,,,,,,2024,205377339,52126589,25.38,7445482,1100,54,1154
2000,Trinity,06105,12980.0,8436.0,42.2,8.4,32.6,53.0,19.4,22.9,848.0,2.3,,34.2,0.8,4.9,500.8,71.0,7.0,64.0,,,61.0,,4.0,841.6,49.0,112.4,1332.8,,,,,,,,
2001,Trinity,06105,12859.0,8509.0,35.8,7.1,31.6,53.0,16.4,19.4,917.0,2.0,,28.9,0.7,4.2,420.1,76.0,5.0,71.0,,,66.0,,5.0,893.2,55.0,111.1,1305.7,,,,,,,,
2002,Trinity,06105,13064.0,8741.0,47.0,8.5,42.0,53.0,21.5,25.5,1042.0,2.6,,38.0,0.9,5.5,537.7,79.0,8.0,71.0,,,72.0,,,903.8,53.0,125.5,1436.0,,,,,,,,
2003,Trinity,06105,13210.0,8931.0,40.0,6.8,33.2,53.0,18.3,21.7,1147.0,2.2,,32.4,0.7,4.7,447.9,80.0,6.0,74.0,,,71.0,,5.0,895.8,57.0,119.7,1340.1,2003,35730018,9948029,27.84,929415,346,11,357
